Metal_ID,QUBR_ID,locality,lat,long,altitude,altitude_2023,fruiting,DBH_ag,multistemmed,height,Canopy_short,Canopy_long,notes_new_data,notes_old_data,horiz_accuracy_m,vert_accuracy_m,Crown_spread,eccentricity,Canopy_area,positionsourcetype,fixtype,numsats
180,SD_091,SD,23.553492128300295,-109.8500097,395.80047,426,Y,0.9071831756238035,FALSE,19.2,18.7,19,NA,Daniel tag: 39,0.49831725,0.67835111,18.85,0.17700180758737094,279.05196745511336,GPS,RTK,13
507,SD_142,SD,23.553459339196536,-109.8502146,396.87301,427,Y,0.56,FALSE,14.6,9.22,12.91,NA,NA,0.34720675,0.6317506,11.065000000000001,0.6999671323681684,93.48610046883097,GPS,RTK,16
599,SD_039,SD,23.55280091368432,-109.8505111,397.000998,423,N,0.41,FALSE,NA,8.24,15.23,NA,NA,0.42368263,0.68721085,11.735,0.8409985157678791,98.56369959519546,GPS,RTK,21
172,SD_093,SD,23.55346399347436,-109.8500291,396.7671820000001,426,Y,0.28298586537139975,FALSE,6.8,8.53,8.99,NA,NA,0.75505675,1.41691353,8.76,0.315781203,60.22802254,GPS,RTK,16
2305,SD_405,SD,23.55290264537145,-109.8504092,395.3299,NA,N,0.42100000000000004,FALSE,4.3,NA,NA,NA,NA,0.65221881,1.02431256,NA,NA,NA,GPS,RTK,17
506,SD_100,SD,23.553033676300863,-109.8504578,396.38994,420,Y,0.43750771421770385,FALSE,7.4,8.4,13.74,NA,NA,0.34331975,0.59749264,11.07,0.7913574660544431,90.64751442667989,GPS,RTK,18
504,SD_035,SD,23.55283946730118,-109.850491,396.368428,422,N,0.5722071303295687,FALSE,NA,11.97,14.54,NA,NA,0.75421787,1.27531236,13.254999999999999,0.5676844771960721,136.6936808707128,GPS,RTK,20
2306,SD_407,SD,23.55288132058362,-109.8503918,395.616715,NA,N,0.242,FALSE,10.7,NA,NA,NA,NA,0.75184845,1.3380707,NA,NA,NA,GPS,RTK,16
669,SD_208,SD,23.553516619247137,-109.8502822,396.889271,427,Y,0.5710000000000001,FALSE,10.4,9.67,10.01,NA,NA,0.74987567,1.21347653,9.84,0.2584151243032925,76.02395040293378,GPS,RTK,17
672,SD_211,SD,23.553542695376866,-109.8503403,397.042862,427,Y,0.7240000000000001,FALSE,24.5,10.55,16.7,NA,NA,0.66921545,0.92056264,13.625,0.7751831786887985,138.37537541817943,GPS,RTK,24
522,SD_103,SD,23.553003139293335,-109.8504236,396.527988,416,N,0.127,FALSE,3.4,3.12,4.11,NA,NA,0.31466568,0.55912531,3.615,0.6509459421785853,10.07131772887816,GPS,RTK,17
514,SD_148,SD,23.55290995373843,-109.8505451,396.653925,418,N,0.5905294234837075,FALSE,16,14.1,15.42,NA,NA,0.89959394,1.41581226,14.76,0.4048188888292592,170.7628395,GPS,RTK,16
600,SD_038,SD,23.55281571488836,-109.850501,395.262103,423,N,0.31,FALSE,9.3,6.86,8.37,NA,NA,0.38683225,0.7212577400000001,7.615,0.5729450442762253,45.09614882558736,GPS,RTK,17
521,SD_150,SD,23.552906969454288,-109.8505841,395.1387759999999,417,Y,0.6729999999999999,FALSE,11.1,11.15,13.45,Acorns green,NA,0.52620153,0.8370000500000001,12.3,0.5592541135789288,117.78419906930682,GPS,RTK,17
173,SD_092,SD,23.55345175005528,-109.8500063,396.238468,426,Y,0.314,FALSE,9.8,8,8.64,NA,NA,0.45784603,0.70636708,8.32,0.3777051491550212,54.28672105403163,GPS,RTK,17
2304,SD_404,SD,23.55292068036173,-109.8504655,395.667816,NA,N,0.46156689655996774,TRUE,5,NA,NA,DBH 2: 41,NA,0.62289396,1.0744451,NA,NA,NA,GPS,RTK,18
515,SD_141,SD,23.55342448563347,-109.8502466,397.78905,425,Y,0.73,FALSE,8.5,8.91,13.19,NA,NA,0.41732315,0.8300630700000001,11.05,0.7373492210746885,92.30226981714198,GPS,RTK,18
518,SD_145,SD,23.553012817622456,-109.8504612,396.509528,421,Y,0.5729577951308232,FALSE,12.2,13.2,14.15,NA,Daniel Tag: 43,0.35910123000000005,0.59898473,13.675,0.3602334423010874,146.6966689593754,GPS,RTK,18
502,SD_149,SD,23.552919016936404,-109.8505661,396.32122,412,N,0.19399999999999998,FALSE,NA,2.02,2.08,NA,NA,0.67532156,1.07071883,2.05,0.23845378399302414,3.299928923330719,GPS,RTK,12
520,SD_099,SD,23.553108375540848,-109.8502392,396.817427,431,Y,0.175,FALSE,13.2,3.85,7.57,NA,NA,0.33238241,0.5862192700000001,5.71,0.8610108860030765,22.890036773136934,GPS,RTK,16
671,SD_210,SD,23.553526974434117,-109.8503172,397.05149,428,N,0.16399999999999998,FALSE,6.5,6.88,8.22,NA,NA,0.4194912,0.66740621,7.550000000000001,0.5472289380678154,44.41709357351394,GPS,RTK,19
501,SD_094,SD,23.55344913470007,-109.850029,395.700845,423,Y,0.294,FALSE,8.1,6.08,10.35,NA,NA,0.37252962,0.63679691,8.215,0.8092680028641648,49.42353562627463,GPS,RTK,21
2303,SD_403,SD,23.552834939816908,-109.8505738,396.636551,NA,N,0.19699999999999998,FALSE,NA,NA,NA,NA,NA,0.5328677,1.01346866,NA,NA,NA,GPS,RTK,19
2301,SD_401,SD,23.552827424752664,-109.850547,395.502423,NA,N,0.57,FALSE,8.6,NA,NA,NA,NA,0.37818472,0.74812485,NA,NA,NA,GPS,RTK,18
523,SD_102,SD,23.553014543630844,-109.8504407,397.029683,419,N,0.815,FALSE,7.8,2.85,4.69,NA,NA,0.34703412000000006,0.6052972700000001,3.7700000000000005,0.7941851125803238,10.498024551051994,GPS,RTK,17
597,SD_041,SD,23.55273004921168,-109.8503726,393.453983,425,Y,1.4836553208157484,FALSE,NA,21.3,22.8,"Mother 7, DT 44",Daniel tag: 44,0.71573174,1.17345318,22.05,0.3567221503085778,381.42076407233685,GPS,DGPS,25
508,SD_101,SD,23.553055300809618,-109.8504535,397.149196,419,Y,0.235,FALSE,9.9,5.73,7.83,NA,NA,0.3344263,0.5810160700000001,6.78,0.6815186266470241,35.237595459173576,GPS,RTK,16
516,SD_140,SD,23.55337863867026,-109.8501359,395.967727,424,Y,0.38799999999999996,FALSE,6.3,7.25,8.01,NA,NA,0.4005870600000001,0.7288752000000001,7.63,0.425159166,45.61003484389831,GPS,RTK,19
503,SD_096,SD,23.553381223558308,-109.8501615,395.80415,425,Y,0.445,FALSE,7.6,5.49,7.2,NA,NA,0.5077254800000001,0.8585152100000001,6.345000000000001,0.6469882147303766,31.045218602774337,GPS,RTK,15
527,SD_037,SD,23.552827433810936,-109.8504863,394.807528,424,N,0.16399999999999998,FALSE,9.5,6.59,6.91,NA,NA,0.42917613,0.74838278,6.75,0.30079029943309016,35.76459762681326,GPS,RTK,17
598,SD_040,SD,23.55277453436723,-109.850482,394.002397,424,N,0.41,FALSE,5.1,8.82,10.05,NA,NA,0.31579146,0.71571095,9.435,0.4793717578722062,69.61847860171322,GPS,RTK,17
190,SD_018,SD,23.558124324292393,-109.8591786,423.030724,450,Y,0.31885263053642826,FALSE,10.9,5.15,6.93,Green acorns,many sprouts,0.74899321,1.83729775,6.04,0.669129587,28.03046775257323,GPS,RTK,21
2313,SD_308,SD,23.55676621886353,-109.8580635,415.925386,NA,N,0.17428998823799374,TRUE,2.6,NA,NA,DBH 2: 10.9,NA,0.58627914,1.5135414900000002,NA,NA,NA,GPS,RTK,17
666,SD_240,SD,23.555512595075975,-109.8578556,411.944944,446,Y,0.106,FALSE,11.3,4.09,4.9,NA,NA,0.5246213300000001,1.20382906,4.495,0.5507142006329984,15.740164592648263,GPS,RTK,22
2310,SD_303,SD,23.55669521,-109.8580173,415.745188,NA,N,0.098878714,TRUE,6.5,NA,NA,"DBH 2: 6.2, DBH 3: 3.8",NA,0.6159722,0.9929466,NA,NA,NA,GPS,RTK,20
549,SD_045,SD,23.55662889140398,-109.8587843,419.169721,449,Y,0.742,FALSE,19.1,9.1,14.45,NA,NA,1.51371359,2.4473909000000003,11.774999999999999,0.776791563,103.27593149594746,GPS,DGPS,19
533,SD_062,SD,23.556022995372672,-109.8575378,417.192134,430,N,0.292,FALSE,6.1,3.56,7.27,NA,NA,1.15160656,2.23278308,5.415,0.8719001899164601,20.327046946522035,GPS,DGPS,18
545,SD_049,SD,23.55679175169254,-109.858063,415.820904,442,Y,0.122,FALSE,6.7,4.38,5.62,Green acorns,NA,0.45248154,1.23281854,5,0.6265771125145556,19.333047030926227,GPS,RTK,19
556,SD_025,SD,23.556831419094618,-109.8587218,418.359049,446,Y,0.374,FALSE,5.1,13.71,15.9,Acorns green,NA,0.98468893,1.87068057,14.805,0.5064588176721418,171.20816024084635,GPS,RTK,16
528,SD_063,SD,23.55596046110021,-109.8575544,417.310937,430,N,0.392,FALSE,7.7,3.85,4.62,NA,NA,0.56101999,1.27054733,4.235,0.5527707983925666,13.969877132350412,GPS,RTK,15
2323,SD_318,SD,23.555973553271578,-109.858688,417.398008,NA,Y,0.47996354028196764,TRUE,6.3,NA,NA,"DBH 2: 31.4, acorns green",NA,0.98957931,1.50636191,NA,NA,NA,GPS,RTK,19
536,SD_058,SD,23.55662456826699,-109.8579854,416.54987,447,N,0.075,FALSE,2.6,2.5,4.46,NA,NA,0.7513377000000001,1.57957285,3.48,0.8281286251830533,8.757189521881548,GPS,RTK,15
2318,SD_314,SD,23.55675862250211,-109.8586616,418.54701,NA,N,0.083,FALSE,3.5,NA,NA,Leaves in this group are sickly,NA,0.79173616,1.2571859099999998,NA,NA,NA,GPS,RTK,15
2324,SD_319,SD,23.55599036171052,-109.8587313,NA,NA,Y,0.265,FALSE,8.3,NA,NA,Acorns green,NA,NA,NA,NA,NA,NA,user,NA,NA
2315,SD_310,SD,23.556910180739575,-109.8587933,414.939254,NA,Y,0.69,FALSE,4.9,NA,NA,"Green acorns, tree used to be tall but has fallen",NA,1.32380394,2.51778642,NA,NA,NA,GPS,DGPS,16
537,SD_057,SD,23.556611448163036,-109.8580015,416.190666,446,Y,0.4936598018878993,FALSE,3.9,5.97,7,Brown acorns,NA,0.67441529,1.37100966,6.484999999999999,0.5221443228433602,32.82178924837936,GPS,RTK,14
560,SD_021,SD,23.557445216514413,-109.8589633,424.183996,452,N,0.39,FALSE,4.1,7.99,10.77,NA,NA,0.56250003,1.1724611100000002,9.379999999999999,0.670537563,67.58531837612622,GPS,RTK,14
558,SD_023,SD,23.557441737440108,-109.8589355,NA,454,N,0.6533949800847876,FALSE,6.8,15.02,17.27,NA,NA,NA,NA,16.145,0.49355203167951506,203.72867075374643,user,NA,NA
2322,SD_317,SD,23.55627001538057,-109.8586826,417.157767,NA,Y,0.545,FALSE,15.6,NA,NA,Acorns green and brown,NA,1.76435304,2.46593918,NA,NA,NA,GPS,DGPS,21
538,SD_055,SD,23.55662915985019,-109.8580337,415.573744,445,Y,0.1,FALSE,2.4,4.19,5.29,Acorns green and brown,NA,0.7523256,1.44340219,4.74,0.610442608,17.408428831520784,GPS,RTK,19
532,SD_060,SD,23.556649010869815,-109.8579947,415.55721,454,N,0.319,FALSE,9,4.87,5.43,NA,NA,0.85451878,1.5435166399999998,5.15,0.4422957805459467,20.76914757269846,GPS,RTK,17
2311,SD_305,SD,23.55665061742956,-109.8579769,415.3785539999999,NA,Y,0.299,FALSE,6.5,NA,NA,Very few but green acorns,NA,0.76114361,1.48826964,NA,NA,NA,GPS,RTK,19
529,SD_061,SD,23.55666496859397,-109.8579784,417.09415,453,N,0.3,FALSE,11.4,7,8,NA,NA,0.64206469,1.0733749400000001,7.5,0.48412291827592713,43.982297150257104,GPS,RTK,13
2312,SD_307,SD,23.556621555246338,-109.8580017,415.985736,NA,Y,0.33,FALSE,5.8,NA,NA,Acorns are green,NA,0.74613801,1.85752223,NA,NA,NA,GPS,RTK,19
539,SD_056,SD,23.556644615269494,-109.8580521,414.56192,443,Y,0.16322683602888344,FALSE,5.3,5.15,7.2,Acorns green,NA,0.38409165,0.6982602800000001,6.175000000000001,0.6988402540046501,29.122563898777383,GPS,RTK,20
193,SD_020,SD,23.557480651189827,-109.8589489,425.745701,452,N,0.32,FALSE,3.3,7.18,7.75,NA,NA,0.77231213,1.56957093,7.465,0.3764138798570152,43.70348080225101,GPS,RTK,17
2319,SD_313,SD,23.556719508439222,-109.8586777,416.67592,NA,Y,0.065,FALSE,3.7,NA,NA,A single brown acorn,NA,0.59359613,0.8547657,NA,NA,NA,GPS,RTK,18
553,SD_028,SD,23.556694919274697,-109.8586526,412.32614,449,Y,0.363,FALSE,5.2,10.08,15.49,"Acorns green and brown,  new BT: 2320, we thought this was a new tree so we sampled it but looking at photos later it's clearly 553 and so had already been sampled",NA,1.0480962,1.82630129,12.785,0.7592985644801015,122.63144091434687,GPS,DGPS,18
557,SD_024,SD,23.556976933930606,-109.8587972,418.339631,448,Y,1.2851124464419446,FALSE,24.4,17.67,25.45,"This height might be bad because it’s very tall and there’s lots of plants in the way, Also acorns green and brown",NA,1.6257199700000002,3.13946257,21.560000000000002,0.7196832382867365,353.19473217707764,GPS,DGPS,18
2317,SD_312,SD,23.55675265163823,-109.8586873,415.31779,NA,Y,0.075,FALSE,4.8,NA,NA,"Green acorns, not many",NA,0.7552614799999999,1.03593618,NA,NA,NA,GPS,RTK,16
548,SD_046,SD,23.55658853,-109.858779,418.766607,449,Y,0.43799999999999994,FALSE,17.3,8.31,11.09,Green acorns,NA,0.92431532,1.1625001300000002,9.7,0.662203873,72.38064540256569,GPS,RTK,14
667,SD_239,SD,23.55534469772792,-109.8578567,411.5420299999999,443,Y,0.3568262882692361,FALSE,14.5,10.84,12.42,NA,NA,0.69952842,1.17992467,11.629999999999999,0.4881033662656916,105.74035385305598,GPS,RTK,20
555,SD_026,SD,23.556737808057928,-109.858681,414.672003,449,Y,0.11199999999999999,FALSE,5.1,2.8,6.79,Green acorns,NA,0.8456125,1.4586063800000002,4.795,0.9110159426851702,14.931989882512285,GPS,RTK,13
198,SD_017,SD,23.55806114296812,-109.8592095,423.165509,449,N,0.078,FALSE,6.6,3.45,3.97,NA,NA,0.47190795,1.08407921,3.71,0.4947811181248047,10.757205944973151,GPS,RTK,21
541,SD_053,SD,23.556671708568196,-109.8580286,414.924222,444,N,0.06726812,FALSE,6,2.53,3.05,NA,NA,0.66240636,0.96892054,2.79,0.5584945403243956,6.060524927856409,GPS,RTK,19
546,SD_048,SD,23.556486112525363,-109.8586939,416.245973,447,Y,0.9159999999999999,FALSE,12.2,11.73,14.79,Green and brown acorns,NA,0.84797216,1.14507059,13.26,0.6090869562984721,136.2561355538841,GPS,RTK,15
547,SD_047,SD,23.556563800591903,-109.8587903,419.656004,451,Y,0.33,FALSE,9.9,8.83,12.35,Green acorns,NA,0.8177873900000001,1.11207815,10.59,0.6991451544269225,85.64806241757343,GPS,RTK,15
2316,SD_311,SD,23.55674159,-109.8586929,414.2217,NA,Y,0.06,FALSE,3.9,NA,NA,Green acorns,NA,0.84976573,1.4368749,NA,NA,NA,GPS,RTK,17
550,SD_031,SD,23.556686407228028,-109.8587905,416.132968,447,Y,0.423,FALSE,21.8,NA,NA,Acorns are green,NA,1.29446141,2.1639071199999997,NA,NA,NA,GPS,DGPS,21
542,SD_052,SD,23.556680128388955,-109.8580288,415.047515,445,Y,0.064,FALSE,5.2,3.64,4.07,"green acorns, new BT: 2309, we thought this was a new tree so we sampled it but looking at photos later it's clearly 542 and so had already been sampled",NA,0.37634158,0.7142070500000001,3.8550000000000004,0.44737015454420986,11.635516711100518,GPS,RTK,10
551,SD_030,SD,23.55672503875671,-109.8587572,419.685206,452,N,0.11,FALSE,10.1,3.2,3.88,"Height was hard to get and could be bad, new BT: 2321, we thought this was a new tree so we sampled it but looking at photos later it's clearly 551 and so had already been sampled",NA,0.99034265,1.49381938,3.54,0.5655087897691742,9.751503596742719,GPS,RTK,19
530,SD_064,SD,23.55595592466539,-109.8575841,417.009005,426,N,0.8181399635759153,FALSE,15.2,12.5,15.94,NA,NA,0.85250002,1.65476916,14.219999999999999,0.6205198806021042,156.49058405694157,GPS,RTK,17
554,SD_027,SD,23.556717704251337,-109.8586857,416.675822,449,NA,0.093,FALSE,4.6,2.3,4.91,NA,NA,0.7755135700000001,0.99895494,3.605,0.883499675,8.869501459247383,GPS,RTK,22
552,SD_029,SD,23.556727229967915,-109.8587452,419.489462,449,N,0.14400000000000002,FALSE,4.3,4.57,5.13,NA,NA,0.9206164,1.39518008,4.85,0.4543206902754687,18.412953082506117,GPS,RTK,15
535,SD_059,SD,23.556636880560703,-109.857991,417.151639,451,Y,0.3636069306270165,FALSE,4.9,4.01,10.02,Green and brown acorns,NA,0.76460457,1.49626642,7.015,0.9164280001837563,31.55745528494215,GPS,RTK,20
2308,SD_301,SD,23.555946029983353,-109.8576687,415.996637,NA,Y,0.546,FALSE,7.7,NA,NA,NA,NA,0.8502739100000001,1.95336928,NA,NA,NA,GPS,RTK,21
2325,NA,SD,23.55605026090231,-109.8587258,419.018419,NA,Y,0.36349690507623306,TRUE,8.5,NA,NA,"DBH 2: 27.9, acorns green, couldn’t get leaves",NA,1.48888848,3.03581666,NA,NA,NA,GPS,DGPS,19
531,SD_152,SD,23.555929656325073,-109.8576036,418.092913,429,Y,0.493,FALSE,13,10.65,11.3,NA,NA,0.8524141000000001,1.50109673,10.975000000000001,0.33426853434081455,94.51874197406592,GPS,RTK,18
188,SD_019,SD,23.55769273,-109.8590102,421.858605,450,N,1.4169999999999998,FALSE,19.9,20.07,23.1,NA,NA,0.7311192400000001,1.57596927,21.585,0.4951084730313802,364.1239403198348,GPS,RTK,16
544,SD_050,SD,23.556777141154047,-109.8580643,415.444397,442,N,0.21910499766093883,FALSE,8.1,4.74,6.52,NA,NA,0.57872232,1.4967999800000005,5.63,0.6866439544682243,24.272573160165457,GPS,RTK,14
543,SD_051,SD,23.556762669777648,-109.8580579,416.41789,443,Y,0.25412398548739945,FALSE,6.4,6.99,8.27,Acorns brown,NA,0.833264,1.97375462,7.63,0.5344126652259494,45.40174725096531,GPS,RTK,20
2314,SD_309,SD,23.557415573151417,-109.8589668,424.681126,NA,N,0.38299999999999995,FALSE,3.6,NA,NA,NA,NA,0.7706639200000001,1.90399931,NA,NA,NA,GPS,RTK,19
540,SD_054,SD,23.55667288281415,-109.8580564,NA,444,Y,0.06,FALSE,4,4.11,4.19,"Mother 1,  new BT: 728 as of 2024",NA,NA,NA,4.15,0.19447779272041418,13.52526323205112,user,NA,NA
655,SD_206,SD,23.55505757244267,-109.8584815,405.234927,456,Y,0.22399999999999998,FALSE,10,3.02,8.39,Green and very few acorns,NA,3.39045949,4.12010206,5.705,0.932970699,19.900261584531865,GPS,GPS,19
648,SD_200,SD,23.55481211638828,-109.8583139,402.4659329999999,441,Y,0.35003571246374277,FALSE,12.2,7.91,9.57,Green acorns,NA,3.4635964099999996,4.36718678,8.74,0.562876115,59.453619951574424,GPS,GPS,19
644,SD_196,SD,23.553910771262323,-109.8574205,397.49435,439,Y,0.728,FALSE,15.4,12.68,15.27,Brown acorns,NA,2.6959226,3.56760723,13.975,0.557187996,152.07161983040214,GPS,GPS,23
664,SD_242,SD,23.55562736663892,-109.8585993,414.17744,452,Y,0.172,FALSE,2.3,5.47,7.8,Green acorns,"Canopy axis 2 written as ""780"" -> infer missing decimal so turning it into 7.80",2.87104805,4.34102366,6.635,0.7128839208101403,33.50979803951552,GPS,GPS,17
2326,SD_321,SD,23.55546748913342,-109.8585161,411.40208,NA,N,0.265,FALSE,7.4,NA,NA,NA,NA,3.3600661,4.658873890000001,NA,NA,NA,GPS,GPS,20
650,SD_202,SD,23.554793109144008,-109.8583225,402.002602,441,Y,0.204,FALSE,11.5,5.62,6.35,Green acorns,Canopy 2 written as 56.2 but this seems wrong so edited to 5.62,3.64345747,4.30817156,5.984999999999999,0.4655161795368951,28.028504257164737,GPS,GPS,20
660,SD_246,SD,23.555475418248008,-109.8585254,406.869002,444,N,0.18240888136272312,FALSE,1.9,4.7,6,NA,NA,3.08088493,4.15460102,5.35,0.6216018732990505,22.148228207808042,GPS,GPS,21
652,SD_204,SD,23.555023709108063,-109.8584567,405.034206,450,Y,0.185,FALSE,5.4,5.63,7.83,Green acorns,NA,3.99515015,5.12417226,6.73,0.694979682,34.622628697233374,GPS,GPS,18
654,SD_207,SD,23.555047240433325,-109.8584607,405.433263,456,Y,0.275,FALSE,16.4,4.13,10.22,Green acorns,NA,3.67110098,4.542968770000001,7.175000000000001,0.914710577,33.15055691957753,GPS,GPS,16
653,SD_205,SD,23.55503252841473,-109.8584385,401.999134,456,Y,0.381,FALSE,NA,8.42,13.6,Green acorns,NA,4.20573528,5.26952938,11.01,0.7852982485020236,89.93751449,GPS,GPS,15
659,SD_248,SD,23.55547363133573,-109.8585133,408.475932,442,N,0.19399999999999998,FALSE,2.4,6.58,6.77,NA,NA,3.05723514,4.2412491800000005,6.675,0.23524953011324087,34.98681782560077,GPS,GPS,21
2327,SD_323,SD,23.555403672465797,-109.8585188,411.146869,NA,Y,0.247,FALSE,3.8,NA,NA,Green acorns,NA,3.56810002,4.50468648,NA,NA,NA,GPS,GPS,19
661,SD_245,SD,23.55552638805771,-109.8585961,415.303594,456,Y,0.377,FALSE,5.2,6.82,16.85,Green acorns,NA,3.2983437,5.40401568,11.835,0.9144283673710646,90.25560074314458,GPS,GPS,19
665,SD_241,SD,23.555573733794688,-109.8586484,419.443968,451,Y,0.43418429266844744,FALSE,6.3,9.05,16.52,Green acorns,NA,3.98327185,7.24762506,12.785,0.8365956882626524,117.42173781689891,GPS,GPS,20
658,SD_247,SD,23.555465713749506,-109.8585273,406.319482,442,N,0.30794967121268374,FALSE,15.6,3.6,13.78,NA,NA,3.19545481,4.43299937,8.69,0.9652716640555102,38.96203208982062,GPS,GPS,20
649,SD_201,SD,23.55477901469663,-109.8583018,403.541952,441,Y,0.19399999999999998,FALSE,12,6.9,7.91,Green acorns,NA,3.34642871,3.85423299,7.405,0.48894694016571966,42.86624636006933,GPS,GPS,20
2330,SD_325,SD,23.55517807406381,-109.8584121,403.781155,NA,Y,0.342,FALSE,8.8,NA,NA,Green acorns,NA,3.14642993,4.0486775800000006,NA,NA,NA,GPS,GPS,22
651,SD_203,SD,23.555023470303276,-109.8584325,403.910682,450,Y,0.505,FALSE,3.9,10.16,16.37,Green acorns,NA,4.11004207,5.26304456,13.265,0.7840896941786013,130.62679421773288,GPS,GPS,19
2329,SD_324,SD,23.55537498797611,-109.8585313,407.490127,NA,Y,0.1,FALSE,4.4,NA,NA,Green acorns,NA,3.5723460900000004,4.38461726,NA,NA,NA,GPS,GPS,19
663,SD_243,SD,23.55559696445817,-109.858553,414.438683,452,Y,0.1,FALSE,4.4,2.74,6.42,Green acorns,NA,3.0794194100000003,4.84649968,4.58,0.9043501565522069,13.815782012691834,GPS,GPS,17
2328,SD_322,SD,23.555393413771792,-109.8585314,410.80881,NA,Y,0.36700000000000005,FALSE,6.9,NA,NA,Green acorns,NA,2.9233493000000004,3.94216404,NA,NA,NA,GPS,GPS,20
656,SD_250,SD,23.55549123283237,-109.8585196,411.103327,438,Y,0.138,FALSE,3.5,3.61,7.84,NA,NA,2.98460248,4.56170989,5.725,0.8876808774389376,22.228652979739937,GPS,GPS,21
646,SD_198,SD,23.554699398662915,-109.8583621,402.967454,439,N,0.067955868,FALSE,5,2.67,3.36,We got attacked by bees so couldn’t collect data from the other 2 trees which were further south but very close by to this tree,NA,3.50943881,4.515815590000001,3.0149999999999997,0.6070772023324847,7.0459640034711875,GPS,GPS,18
662,SD_244,SD,23.555589428141868,-109.8585541,418.186429,451,Y,0.122,FALSE,1.7000000000000002,4.25,8.07,Green acorns,NA,3.03459576,4.92373436,6.16,0.8500872464184733,26.937193509123983,GPS,GPS,19
2331,SD_326,SD,23.553782503133995,-109.8572773,394.467808,NA,N,0.28,FALSE,6.4,NA,NA,This dbh should be taken with caution; this tree clearly fell over and now there’s no good place to measure it without accidentally including branches,NA,2.8768454400000003,3.99100045,NA,NA,NA,GPS,GPS,25
657,SD_249,SD,23.55547097402422,-109.8585317,408.686508,441,N,0.12,FALSE,7.1,3.12,6.41,NA,NA,3.0243155500000003,4.48678092,4.765000000000001,0.8735471874799695,15.70733494941825,GPS,GPS,21
2379,LC_322,LC,23.975117412011013,-110.157075,440.70579,NA,N,0.172,FALSE,NA,NA,NA,"Covered in cryptostegia, couldn’t get height",NA,0.41649265,0.58898513,NA,NA,NA,GPS,RTK,18
441,LC_127,LC,23.97513602306575,-110.156499,440.596842,473,N,0.4577379162796108,FALSE,10.8,9.87,12.69,Only branch 4 still labeled so can’t take cords of other branches,NA,0.54306166,0.82757775,11.28,0.6285393610547089,98.37135558,GPS,RTK,21
460,LC_109,LC,23.97527398315035,-110.1556871,445.02744,476,N,0.2710461215365385,FALSE,5.4,6.43,6.81,NA,NA,0.47583631,0.8662504000000001,6.619999999999999,0.3293735183588623,34.39125039829648,GPS,RTK,18
102,LC_121,LC,23.97516222497042,-110.1565643,440.412827,473,N,0.4012206375549493,FALSE,9.9,8.35,10.23,NA,NA,0.28294849000000005,0.48735931,9.29,0.5777316307180016,67.08910381649173,GPS,RTK,24
429,LC_151,LC,23.975346868546424,-110.1556484,442.65722,493,N,0.263,FALSE,5.9,5.7,8.87,NA,NA,0.8632349,1.71178143,7.285,0.7661887786558248,39.708945743211586,GPS,DGPS,28
